OverNumber,BallNumber,BowlerName,BatsmanName,BatsmansHand,BowlerReleaseSpeed,BounceX,BounceY,StumpsY,StumpsZ,Swing,Deviation,RunsScored,ShotLandingX,ShotLandingY,TrajectoryTime,TrajectoryDate,BounceVelocity,OutOfBounceAngle,DropAngle,AngleLeavingBowlersHand,ShotPlayed,ShotType,BowlerReleaseYposition,BowlerReleaseZposition,AccelerationY,AccelerationZ,no_idea
73, 6, JOE-ROOT, TOM-BLUNDELL, R, 48.437, 3.82, 0.15, 0.15, 0.73, -0.89, 3.56, 1, -20.000, 113.000, 17:35:33, 2022/06/10, -0.624483, 14.327093, -19.058809, 1.545674, P, A, 0.953144, 2.217599, -0.282468, -0.459627, -0.071399
74, 1, JACK-LEACH, TOM-BLUNDELL, R, 50.821, 3.46, -0.03, -0.03, 0.75, 1.92, -3.52, 1, 99.000, 27.000, 17:36:36, 2022/06/10, -0.640572, 14.782430, -18.755058, 2.075884, P, A, -0.702565, 2.169560, 0.911392, -1.648469, 0.213724
74, 2, JACK-LEACH, DARYL-MITCHELL, R, 54.224, 5.41, -0.00, 0.21, 0.96, 2.22, -1.81, 1, 1.000, 88.000, 17:37:15, 2022/06/10, -0.697575, 13.925119, -16.717503, -1.622125, P, A, -0.651930, 2.108656, 1.399821, -0.731600, 0.221405
74, 3, JACK-LEACH, TOM-BLUNDELL, R, 54.393, 5.91, -0.43, -0.59, 1.00, 1.79, -3.82, 4, 114.000, -137.000, 17:37:42, 2022/06/10, -0.655436, 14.131093, -17.365992, -1.704673, P, A, -0.718517, 2.123180, 1.269506, -1.856559, 0.181807
74, 4, JACK-LEACH, TOM-BLUNDELL, R, 54.396, 4.11, -0.05, 0.09, 0.69, 2.15, -1.88, 0, 0.000, 0.000, 17:38:16, 2022/06/10, -0.628698, 11.949643, -16.508054, -0.540706, P, D, -0.703158, 2.138927, 1.219034, -0.301075, 0.233819
74, 5, JACK-LEACH, TOM-BLUNDELL, R, 53.194, 5.94, -0.39, -0.50, 0.96, 1.71, -3.22, 4, 86.000, -124.000, 17:38:36, 2022/06/10, -0.658469, 13.884994, -17.352351, -1.722163, P, A, -0.655932, 2.111839, 1.153449, -1.245103, 0.173548
74, 6, JACK-LEACH, TOM-BLUNDELL, R, 53.352, 3.94, -0.07, -0.03, 0.74, 1.52, -2.42, 0, 0.000, 0.000, 17:39:16, 2022/06/10, -0.651211, 13.006861, -17.254531, 0.402339, P, D, -0.645007, 2.128546, 0.796343, -0.920132, 0.162012
75, 1, JOE-ROOT, DARYL-MITCHELL, R, 53.855, 7.04, 0.62, 0.89, 0.87, -0.35, 3.73, 0, 0.000, 0.000, 17:41:43, 2022/06/10, -0.595475, 12.851038, -17.707458, -3.421770, N, N, 0.889705, 2.132152, -0.193345, -1.586450, -0.023506
75, 2, JOE-ROOT, DARYL-MITCHELL, R, 54.417, 5.13, 0.34, 0.23, 0.75, -0.79, 1.68, 0, 0.000, 0.000, 17:41:58, 2022/06/10, -0.617428, 11.754144, -16.934331, -1.632103, P, D, 0.918883, 2.155033, -0.384764, -0.700224, -0.063177
75, 3, JOE-ROOT, DARYL-MITCHELL, R, 51.397, 5.55, 0.44, 0.48, 0.66, 0.01, 2.70, 4, -78.000, -115.000, 17:42:17, 2022/06/10, -0.538645, 11.354563, -17.970019, -1.188843, P, A, 0.963069, 2.164159, 0.149090, -0.926355, 0.025669
75, 4, JOE-ROOT, DARYL-MITCHELL, R, 54.062, 4.86, 0.64, 0.68, 0.77, -1.08, 2.47, 0, 0.000, 0.000, 17:43:11, 2022/06/10, -0.616422, 12.585286, -17.293330, -1.119287, N, N, 0.957892, 2.175901, -0.646106, -0.965816, -0.111913
75, 5, JOE-ROOT, DARYL-MITCHELL, R, 50.635, 5.63, 0.32, 0.43, 0.79, -0.93, 4.11, 0, 0.000, 0.000, 17:43:27, 2022/06/10, -0.591592, 13.328991, -17.376059, -1.652337, M, A, 0.865940, 2.143907, -0.489754, -0.886457, -0.078462
75, 6, JOE-ROOT, TOM-BLUNDELL, R, 53.244, 4.99, -0.08, -0.31, 0.57, -1.66, 2.22, 0, 0.000, 0.000, 17:43:54, 2022/06/10, -0.518970, 9.984277, -17.034604, -1.859828, P, D, 0.834173, 2.224329, -0.850648, -0.023512, -0.149403
76, 1, JACK-LEACH, DARYL-MITCHELL, R, 52.426, 4.77, -0.30, -0.45, 0.86, 0.53, -3.74, 0, 0.000, 0.000, 17:44:47, 2022/06/10, -0.622464, 14.280211, -18.194146, 0.425082, P, A, -0.673508, 2.133414, 0.234922, -1.880349, 0.043883
76, 2, JACK-LEACH, DARYL-MITCHELL, R, 53.827, 3.23, -0.14, -0.08, 0.54, 1.33, -1.96, 0, 0.000, 0.000, 17:45:06, 2022/06/10, -0.562799, 11.149409, -17.679208, 1.168435, P, A, -0.715165, 2.171316, 0.652014, -1.234741, 0.144651
76, 3, JACK-LEACH, DARYL-MITCHELL, R, 53.675, 3.53, -0.22, -0.29, 0.75, 0.98, -3.32, 1, 138.000, 47.000, 17:45:24, 2022/06/10, -0.651801, 14.142999, -17.842384, 1.442197, P, A, -0.699165, 2.123300, 0.476950, -1.822601, 0.101031
76, 4, JACK-LEACH, TOM-BLUNDELL, R, 52.279, 4.40, 0.01, 0.08, 0.69, 0.96, -2.21, 0, 0.000, 0.000, 17:46:08, 2022/06/10, -0.587098, 11.890273, -17.309062, -0.194267, P, A, -0.640914, 2.154506, 0.432071, -0.674907, 0.084363
76, 5, JACK-LEACH, TOM-BLUNDELL, R, 52.082, 5.65, -0.52, -0.60, 0.70, 0.20, -1.48, 2, 32.000, -140.000, 17:46:32, 2022/06/10, -0.534985, 11.509170, -18.110079, -0.613176, P, A, -0.653232, 2.120382, 0.096610, -1.841552, 0.015907
76, 6, JACK-LEACH, TOM-BLUNDELL, R, 57.472, 4.14, -0.09, 0.13, 0.73, 2.99, -1.29, 0, 0.000, 0.000, 17:47:18, 2022/06/10, -0.639163, 12.012320, -16.134842, -0.351843, P, D, -0.763759, 2.066617, 1.971014, -1.378744, 0.336727
77, 1, MATTY-POTTS, DARYL-MITCHELL, R, 80.059, 8.03, -0.39, -0.15, 1.11, -0.88, 0.19, 0, 0.000, 0.000, 17:48:50, 2022/06/10, -0.711169, 10.093289, -12.747221, -8.863746, P, D, -0.746723, 2.028430, -2.002675, 3.601113, -0.093127
77, 2, MATTY-POTTS, DARYL-MITCHELL, R, 78.297, 7.68, -0.45, -0.28, 1.04, -0.39, -0.50, 0, 0.000, 0.000, 17:49:17, 2022/06/10, -0.701459, 9.999663, -12.658100, -8.202008, P, D, -0.802318, 2.016937, -0.967028, 2.995559, -0.050131
77, 3, MATTY-POTTS, DARYL-MITCHELL, R, 79.194, 7.86, -0.20, 0.14, 0.94, -0.91, -0.25, 0, 0.000, 0.000, 17:49:53, 2022/06/10, -0.638764, 9.076283, -12.882453, -8.232867, P, D, -0.770647, 2.004718, -2.156498, 2.345203, -0.105897
77, 4, MATTY-POTTS, DARYL-MITCHELL, R, 79.463, 8.84, -0.30, -0.06, 1.22, -2.17, -0.41, 0, 0.000, 0.000, 17:50:24, 2022/06/10, -0.657510, 10.422055, -14.161080, -9.153004, P, D, -0.812595, 2.008857, -5.114434, 0.420520, -0.199398
77, 5, MATTY-POTTS, DARYL-MITCHELL, R, 76.604, 8.65, -0.41, -0.51, 1.51, -1.28, -2.36, 0, 0.000, 0.000, 17:50:57, 2022/06/10, -0.730307, 12.604352, -15.321373, -9.558204, M, D, -0.803967, 2.195070, -2.749528, 0.073396, -0.123420
77, 6, MATTY-POTTS, DARYL-MITCHELL, R, 81.002, 6.97, -0.12, 0.30, 0.84, -0.57, 0.32, 1, -66.000, 114.000, 17:51:35, 2022/06/10, -0.662488, 8.601337, -11.980064, -7.700763, P, A, -0.782842, 2.016946, -1.524830, 3.366060, -0.084389
78, 1, JACK-LEACH, DARYL-MITCHELL, R, 51.818, 4.62, -0.23, -0.26, 0.81, 1.50, -3.10, 0, 0.000, 0.000, 17:52:37, 2022/06/10, -0.619907, 13.540022, -18.058368, 0.467136, P, D, -0.703921, 2.136486, 0.797174, -1.404455, 0.156075
78, 2, JACK-LEACH, DARYL-MITCHELL, R, 51.720, 4.51, -0.22, -0.38, 0.66, 0.92, -4.30, 0, 0.000, 0.000, 17:52:55, 2022/06/10, -0.530060, 12.270274, -18.287374, 0.655100, P, D, -0.661717, 2.158954, 0.442377, -1.528271, 0.088376
78, 3, JACK-LEACH, DARYL-MITCHELL, R, 50.976, 5.07, -0.21, -0.41, 0.87, 1.08, -5.11, 0, 0.000, 0.000, 17:53:16, 2022/06/10, -0.610953, 14.430494, -18.692824, 0.283249, M, D, -0.739878, 2.165507, 0.528672, -1.755602, 0.099737
78, 4, JACK-LEACH, DARYL-MITCHELL, R, 51.875, 4.45, -0.21, -0.26, 0.77, 0.91, -2.93, 0, 0.000, 0.000, 17:53:40, 2022/06/10, -0.597135, 13.468376, -18.194815, 0.685907, P, D, -0.682135, 2.143733, 0.435487, -1.503941, 0.087214
78, 5, JACK-LEACH, DARYL-MITCHELL, R, 51.828, 4.60, -0.14, -0.13, 0.77, 1.86, -3.07, 0, 0.000, 0.000, 17:53:55, 2022/06/10, -0.638031, 12.921368, -17.243255, -0.499602, P, D, -0.692698, 2.154755, 1.001609, -0.242436, 0.196619
78, 6, JACK-LEACH, DARYL-MITCHELL, R, 51.682, 4.49, 0.00, 0.05, 0.88, 1.54, -2.83, 0, 0.000, 0.000, 17:54:16, 2022/06/10, -0.665166, 14.376919, -18.191395, 0.653530, P, D, -0.644175, 2.141232, 0.772120, -1.507464, 0.153846
79, 1, MATTY-POTTS, TOM-BLUNDELL, R, 81.121, 6.92, -0.59, -0.72, 0.95, -1.89, -1.03, 0, 0.000, 0.000, 17:55:43, 2022/06/10, -0.691029, 9.509475, -12.419388, -7.614786, N, N, -0.772368, 2.069920, -3.625110, 2.261842, -0.197555
79, 2, MATTY-POTTS, TOM-BLUNDELL, R, 80.414, 7.14, -0.19, -0.01, 0.67, -0.71, -1.04, 0, 0.000, 0.000, 17:56:20, 2022/06/10, -0.545204, 7.228279, -12.320740, -7.741445, P, D, -0.737096, 2.022153, -1.696897, 2.796393, -0.092433
79, 3, MATTY-POTTS, TOM-BLUNDELL, R, 81.463, 6.11, -0.36, -0.26, 0.70, -0.55, -0.62, 0, 0.000, 0.000, 17:56:47, 2022/06/10, -0.641882, 7.937233, -11.585774, -6.970822, P, D, -0.765764, 2.029577, -1.224282, 3.201592, -0.077453
79, 4, MATTY-POTTS, TOM-BLUNDELL, R, 80.829, 8.00, -0.28, -0.08, 0.72, -0.32, -0.98, 0, 0.000, 0.000, 17:57:17, 2022/06/10, -0.526907, 7.152842, -12.732415, -8.589272, P, D, -0.749087, 1.994974, -1.027596, 2.945818, -0.047057
79, 5, MATTY-POTTS, TOM-BLUNDELL, R, 82.239, 6.54, -0.41, -0.29, 0.79, -1.22, 0.02, 0, 0.000, 0.000, 17:57:54, 2022/06/10, -0.663011, 8.352332, -11.696637, -7.308542, P, D, -0.751412, 2.016555, -2.454732, 3.206129, -0.141525
79, 6, MATTY-POTTS, TOM-BLUNDELL, R, 80.257, 8.49, -0.44, -0.10, 1.07, -0.36, -0.67, 0, 0.000, 0.000, 17:58:26, 2022/06/10, -0.663598, 9.513226, -12.863830, -9.206242, P, D, -0.977677, 1.971884, -1.263878, 3.448365, -0.051205
80, 1, JACK-LEACH, DARYL-MITCHELL, R, 50.990, 4.71, -0.38, -0.52, 0.79, 0.67, -3.34, 1, 107.000, 38.000, 18:00:01, 2022/06/10, -0.613308, 12.899277, -18.374594, 0.707952, P, D, -0.678927, 2.127025, 0.328100, -1.488989, 0.065368
80, 2, JACK-LEACH, TOM-BLUNDELL, R, 55.106, 4.25, -0.38, -0.32, 0.59, 2.44, -1.76, 0, 0.000, 0.000, 18:00:36, 2022/06/10, -0.545823, 10.356143, -16.800781, -0.606657, P, D, -0.692372, 2.154485, 1.557771, -0.855682, 0.284721
80, 3, JACK-LEACH, TOM-BLUNDELL, R, 53.615, 4.09, -0.46, -0.48, 0.64, 1.30, -1.92, 0, 0.000, 0.000, 18:00:55, 2022/06/10, -0.557847, 11.543958, -17.633797, 0.311688, M, D, -0.707552, 2.168664, 0.755149, -1.312074, 0.149353
80, 4, JACK-LEACH, TOM-BLUNDELL, R, 53.070, 4.32, -0.47, -0.66, 0.67, 0.49, -3.48, 0, 0.000, 0.000, 18:01:31, 2022/06/10, -0.536851, 12.072210, -18.288898, 0.950456, P, A, -0.656463, 2.140363, 0.261606, -2.144044, 0.051060
80, 5, JACK-LEACH, TOM-BLUNDELL, R, 53.882, 4.54, -0.13, -0.11, 0.83, 1.40, -2.17, 0, 0.000, 0.000, 18:01:49, 2022/06/10, -0.640393, 13.366072, -17.657973, -0.097436, P, D, -0.533316, 2.162450, 0.811748, -1.574432, 0.148617
80, 6, JACK-LEACH, TOM-BLUNDELL, R, 52.440, 5.01, -0.24, -0.34, 0.74, 0.77, -2.99, 0, 0.000, 0.000, 18:02:08, 2022/06/10, -0.552081, 12.207220, -18.488265, 0.431755, P, D, -0.596320, 2.135453, 0.406504, -2.335414, 0.073095
81, 1, MATTY-POTTS, DARYL-MITCHELL, R, 80.998, 7.29, -0.45, -0.21, 0.97, -1.20, 0.70, 0, 0.000, 0.000, 18:03:42, 2022/06/10, -0.686598, 9.371299, -12.535316, -7.908995, P, D, -0.783462, 2.039069, -2.541537, 2.360319, -0.130212
81, 2, MATTY-POTTS, DARYL-MITCHELL, R, 81.440, 5.38, -0.27, -0.16, 0.61, -3.08, 0.82, 1, 110.000, -18.000, 18:04:15, 2022/06/10, -0.596658, 7.636312, -11.806554, -5.806310, P, A, -0.720576, 2.038077, -5.209769, 1.352018, -0.371487
81, 3, MATTY-POTTS, TOM-BLUNDELL, R, 80.955, 5.40, -0.21, -0.02, 0.68, -0.11, -0.50, 0, 0.000, 0.000, 18:04:45, 2022/06/10, -0.673878, 8.416316, -11.461406, -6.112474, P, D, -0.801652, 2.030056, -0.566814, 2.482487, -0.040720
81, 4, MATTY-POTTS, TOM-BLUNDELL, R, 82.490, 5.00, -0.24, -0.19, 0.51, -2.24, -0.59, 0, 0.000, 0.000, 18:05:12, 2022/06/10, -0.563827, 6.802616, -11.247612, -5.745099, P, A, -0.788528, 2.023859, -3.906090, 2.211607, -0.288312
81, 5, MATTY-POTTS, TOM-BLUNDELL, R, 81.058, 8.39, -0.30, 0.14, 1.00, -0.46, -0.02, 0, 0.000, 0.000, 18:05:42, 2022/06/10, -0.629344, 9.026789, -13.131482, -9.000237, P, A, -0.859936, 2.000568, -1.457761, 2.613137, -0.061274
81, 6, MATTY-POTTS, TOM-BLUNDELL, R, 83.263, 5.58, -0.62, -0.66, 0.74, -3.09, 0.19, 0, 0.000, 0.000, 18:06:15, 2022/06/10, -0.699444, 8.672631, -11.554165, -6.118796, N, N, -0.846377, 2.011828, -5.410981, 1.758032, -0.356181
82, 1, JAMES-ANDERSON, DARYL-MITCHELL, R, 79.299, 8.01, -0.44, -0.50, 1.12, -1.56, -0.69, 0, 0.000, 0.000, 18:07:35, 2022/06/10, -0.690574, 10.150480, -13.296264, -8.958642, N, N, -0.626136, 2.092731, -3.156552, 2.782111, -0.148393
82, 2, JAMES-ANDERSON, DARYL-MITCHELL, R, 78.427, 7.61, -0.29, -0.17, 1.06, -1.64, -0.33, 1, 20.000, -7.000, 18:08:20, 2022/06/10, -0.665316, 9.961920, -13.370142, -8.068790, P, A, -0.669562, 2.093600, -3.376039, 1.104790, -0.169248
82, 3, JAMES-ANDERSON, TOM-BLUNDELL, R, 78.436, 7.25, -0.10, 0.03, 1.01, -2.68, -0.40, 0, 0.000, 0.000, 18:09:02, 2022/06/10, -0.691074, 9.809473, -12.892340, -7.853855, P, D, -0.644569, 2.088842, -5.175748, 2.076314, -0.283254
82, 4, JAMES-ANDERSON, TOM-BLUNDELL, R, 79.153, 8.03, -0.37, -0.36, 1.07, -1.82, -0.21, 0, 0.000, 0.000, 18:09:39, 2022/06/10, -0.655258, 9.860800, -13.481023, -8.518034, N, N, -0.594997, 2.062315, -3.657016, 1.607747, -0.173609
82, 5, JAMES-ANDERSON, TOM-BLUNDELL, R, 80.797, 6.85, -0.14, -0.05, 0.94, -2.00, -0.45, 0, 0.000, 0.000, 18:10:13, 2022/06/10, -0.669774, 9.480284, -12.822643, -7.096522, P, D, -0.604929, 2.066867, -3.989516, 0.625986, -0.221340
82, 6, JAMES-ANDERSON, TOM-BLUNDELL, R, 79.523, 6.62, -0.19, -0.10, 0.86, -1.92, -0.39, 0, 0.000, 0.000, 18:10:52, 2022/06/10, -0.648549, 8.922001, -12.573269, -7.042466, P, D, -0.639377, 2.083310, -3.637503, 1.454137, -0.216887
83, 1, STUART-BROAD, DARYL-MITCHELL, R, 78.841, 7.90, -0.50, -0.25, 1.01, -0.21, -0.08, 0, 0.000, 0.000, 18:12:40, 2022/06/10, -0.676580, 9.389106, -12.922732, -8.334366, P, D, -0.843727, 2.008904, -0.667659, 2.482196, -0.032729
83, 2, STUART-BROAD, DARYL-MITCHELL, R, 78.956, 5.66, -0.52, -0.33, 0.86, -0.62, 0.74, 0, 0.000, 0.000, 18:13:13, 2022/06/10, -0.769839, 10.077939, -11.902962, -6.129902, P, A, -0.872928, 2.035892, -1.214421, 1.777403, -0.085381
83, 3, STUART-BROAD, DARYL-MITCHELL, R, 80.809, 6.39, -0.33, -0.06, 0.81, -0.32, -0.43, 0, 0.000, 0.000, 18:13:59, 2022/06/10, -0.674289, 8.807750, -12.094312, -7.004446, P, D, -0.952476, 2.044212, -1.007623, 2.196785, -0.060886
83, 4, STUART-BROAD, DARYL-MITCHELL, R, 81.840, 7.70, -0.52, -0.08, 1.02, 0.12, 0.29, 1, -19.000, 113.000, 18:14:32, 2022/06/10, -0.685012, 9.470937, -12.480066, -8.452632, P, A, -1.050474, 2.011640, -0.208461, 2.916771, -0.009409
83, 5, STUART-BROAD, TOM-BLUNDELL, R, 79.705, 7.29, -0.54, -0.32, 1.00, -0.39, -0.30, 0, 0.000, 0.000, 18:15:16, 2022/06/10, -0.704753, 9.734980, -12.500163, -7.818347, P, D, -0.963566, 2.026778, -1.041927, 2.446236, -0.054833
83, 6, STUART-BROAD, TOM-BLUNDELL, R, 80.322, 7.19, -0.45, -0.38, 0.91, -0.56, -1.32, 4, -152.000, -41.000, 18:15:59, 2022/06/10, -0.675001, 9.133801, -12.165688, -7.773145, E, D, -0.880804, 2.000139, -1.390146, 2.870360, -0.072543
84, 1, JAMES-ANDERSON, DARYL-MITCHELL, R, 78.249, 10.12, -0.38, -0.27, 1.09, -0.89, -0.61, 4, -101.000, 122.000, 18:17:08, 2022/06/10, -0.527516, 9.280137, -15.648118, -11.423671, P, A, -0.611722, 2.027277, -2.384146, 1.082653, -0.071467
84, 2, JAMES-ANDERSON, DARYL-MITCHELL, R, 81.413, 7.11, -0.20, -0.02, 1.05, 0.36, -0.85, 0, 0.000, 0.000, 18:18:04, 2022/06/10, -0.725381, 10.029125, -12.420833, -7.813023, P, D, -0.613751, 2.060329, 0.361815, 2.278245, 0.018499
84, 3, JAMES-ANDERSON, DARYL-MITCHELL, R, 82.337, 6.39, -0.20, 0.21, 0.83, 2.74, 0.05, 2, -15.000, 167.000, 18:18:50, 2022/06/10, -0.643967, 8.791901, -12.327862, -6.939752, P, A, -0.660137, 2.078308, 4.588322, 1.356563, 0.267001
84, 4, JAMES-ANDERSON, DARYL-MITCHELL, R, 80.905, 7.56, -0.55, -0.64, 1.02, -1.25, -0.49, 0, 0.000, 0.000, 18:19:30, 2022/06/10, -0.655598, 9.819924, -13.134344, -7.970775, N, N, -0.628431, 2.049653, -2.497479, 1.057503, -0.121327
84, 5, JAMES-ANDERSON, DARYL-MITCHELL, R, 79.855, 8.03, -0.50, -0.51, 1.27, -0.54, -0.41, 0, 0.000, 0.000, 18:20:02, 2022/06/10, -0.742538, 11.165249, -13.248299, -8.733275, N, N, -0.623698, 2.049364, -1.222938, 1.807641, -0.053079
84, 6, JAMES-ANDERSON, DARYL-MITCHELL, R, 79.147, 7.12, -0.38, -0.24, 1.02, 0.76, -0.72, 0, 0.000, 0.000, 18:20:34, 2022/06/10, -0.722772, 9.947220, -12.572284, -7.461184, P, D, -0.658271, 2.034467, 1.131733, 2.034042, 0.063535
85, 1, STUART-BROAD, TOM-BLUNDELL, R, 79.917, 8.54, -0.47, -0.13, 0.86, 0.52, -0.34, 0, 0.000, 0.000, 18:21:27, 2022/06/10, -0.551096, 8.181350, -13.422254, -9.015464, P, D, -0.865340, 1.992801, 0.731496, 2.065124, 0.030519
85, 2, STUART-BROAD, TOM-BLUNDELL, R, 83.124, 5.99, -0.57, -0.52, 0.74, -0.22, -0.54, 0, 0.000, 0.000, 18:22:05, 2022/06/10, -0.685289, 8.412126, -11.471371, -6.885777, N, N, -0.826361, 2.023637, -0.581498, 2.990433, -0.035712
85, 3, STUART-BROAD, TOM-BLUNDELL, R, 82.572, 5.78, -0.34, -0.08, 0.77, -0.44, -0.46, 0, 0.000, 0.000, 18:22:42, 2022/06/10, -0.722969, 8.825085, -11.382406, -6.682077, P, D, -1.052390, 2.034909, -1.246087, 3.081246, -0.081209
85, 4, STUART-BROAD, TOM-BLUNDELL, R, 83.153, 6.43, -0.46, -0.32, 0.86, -0.54, 0.09, 0, 0.000, 0.000, 18:23:20, 2022/06/10, -0.696793, 9.064449, -11.955281, -6.917751, N, N, -0.764983, 2.012800, -1.231509, 1.830935, -0.070033
85, 5, STUART-BROAD, TOM-BLUNDELL, R, 81.453, 7.26, -0.40, 0.02, 0.79, -0.06, 0.26, 0, 0.000, 0.000, 18:23:57, 2022/06/10, -0.593908, 8.038137, -12.310683, -8.046233, E, D, -0.988060, 2.039073, -0.593854, 3.039434, -0.030372
85, 6, STUART-BROAD, TOM-BLUNDELL, R, 80.608, 7.54, -0.38, -0.12, 1.10, -0.28, 0.35, 0, 0.000, 0.000, 18:24:33, 2022/06/10, -0.751277, 10.236897, -12.429357, -8.168512, P, D, -0.704093, 2.009696, -0.809018, 2.887773, -0.039552
86, 1, JAMES-ANDERSON, DARYL-MITCHELL, R, 79.482, 8.42, -0.25, -0.01, 1.22, 0.22, -0.57, 0, 0.000, 0.000, 18:25:36, 2022/06/10, -0.697961, 10.588744, -13.629785, -8.941609, P, D, -0.612882, 2.025147, 0.129694, 1.497662, 0.005482
86, 2, JAMES-ANDERSON, DARYL-MITCHELL, R, 81.087, 7.90, -0.42, -0.45, 0.94, -0.77, -0.40, 0, 0.000, 0.000, 18:26:10, 2022/06/10, -0.603304, 8.887312, -13.196723, -8.628454, N, N, -0.570947, 2.060567, -1.703555, 1.861104, -0.076299
86, 3, JAMES-ANDERSON, DARYL-MITCHELL, R, 80.991, 8.09, -0.58, -0.50, 1.13, -1.31, 0.89, 0, 0.000, 0.000, 18:26:49, 2022/06/10, -0.675048, 10.105348, -13.367374, -8.936980, N, N, -0.634441, 2.066632, -2.785146, 1.971494, -0.119775
86, 4, JAMES-ANDERSON, DARYL-MITCHELL, R, 80.782, 8.55, -0.55, -0.42, 0.95, -1.02, 0.81, 0, 0.000, 0.000, 18:27:27, 2022/06/10, -0.560729, 8.700561, -13.860650, -9.314757, N, N, -0.659300, 2.056738, -2.311751, 1.367217, -0.091405
86, 5, JAMES-ANDERSON, DARYL-MITCHELL, R, 80.690, 6.44, -0.60, -0.73, 0.94, -2.57, 0.15, 0, 0.000, 0.000, 18:28:03, 2022/06/10, -0.746501, 9.765707, -11.752634, -7.490691, N, N, -0.602232, 2.073088, -4.649896, 3.416151, -0.268416
86, 6, JAMES-ANDERSON, DARYL-MITCHELL, R, 81.800, 7.35, -0.42, -0.35, 1.00, -2.03, 0.53, 0, 0.000, 0.000, 18:28:40, 2022/06/10, -0.670094, 9.533320, -12.841997, -7.806216, N, N, -0.625451, 2.049357, -4.165789, 1.242735, -0.204409
87, 1, JACK-LEACH, TOM-BLUNDELL, R, 51.647, 1.86, 0.24, 0.21, 0.89, -0.21, -3.60, 0, 0.000, 0.000, 18:30:32, 2022/06/10, -1.141694, 26.923464, -18.857461, 3.184446, P, D, -0.585977, 2.191170, -0.273984, -1.020039, -0.079662
87, 2, JACK-LEACH, TOM-BLUNDELL, R, 53.354, 3.67, 0.10, 0.07, 0.58, 1.86, -4.07, 0, 0.000, 0.000, 18:30:50, 2022/06/10, -0.572014, 11.727197, -16.603628, -0.380567, P, D, -0.602793, 2.177837, 0.954959, 0.196059, 0.201619
87, 3, JACK-LEACH, TOM-BLUNDELL, R, 53.126, 4.30, -0.25, -0.22, 0.69, 1.29, -1.92, 0, 0.000, 0.000, 18:31:05, 2022/06/10, -0.590284, 12.307532, -17.448918, -0.164751, P, D, -0.645861, 2.166818, 0.706007, -0.858436, 0.137858
87, 4, JACK-LEACH, TOM-BLUNDELL, R, 53.886, 2.71, -0.34, -0.37, 0.53, 0.24, -1.77, 0, 0.000, 0.000, 18:31:23, 2022/06/10, -0.683718, 12.452432, -16.088397, 0.038770, P, D, -0.610916, 2.170333, 0.075033, 0.792512, 0.017833
87, 5, JACK-LEACH, TOM-BLUNDELL, R, 52.165, 3.42, 0.25, 0.28, 0.55, 0.43, -2.83, 0, 0.000, 0.000, 18:32:05, 2022/06/10, -0.588245, 11.274512, -16.921673, 0.420753, P, D, -0.534630, 2.140507, 0.059307, 0.196260, 0.013669
87, 6, JACK-LEACH, TOM-BLUNDELL, R, 52.682, 3.36, 0.03, 0.10, 0.46, 0.98, -1.73, 0, 0.000, 0.000, 18:32:23, 2022/06/10, -0.520735, 9.725259, -17.050336, 0.427214, P, D, -0.614920, 2.163856, 0.410905, -0.042063, 0.093530
88, 1, STUART-BROAD, DARYL-MITCHELL, R, 80.728, 7.19, -0.40, -0.17, 0.95, -0.12, -0.24, 0, 0.000, 0.000, 11:00:45, 2022/06/11, -0.697252, 9.044839, -11.893449, -7.852784, P, D, -0.816785, 2.022983, -0.544759, 3.641369, -0.028892
88, 2, STUART-BROAD, DARYL-MITCHELL, R, 82.879, 6.72, -0.53, -0.38, 0.85, 0.30, -0.36, 0, 0.000, 0.000, 11:01:23, 2022/06/11, -0.672977, 8.723435, -11.754632, -7.584541, P, D, -0.821133, 2.031147, 0.328202, 3.264010, 0.017670
88, 3, STUART-BROAD, DARYL-MITCHELL, R, 79.179, 10.04, -0.77, -0.71, 1.25, 0.27, 0.07, 0, 0.000, 0.000, 11:02:03, 2022/06/11, -0.607284, 9.951710, -14.757721, -11.372810, N, N, -0.851372, 1.990392, 0.576687, 3.178072, 0.017399
88, 4, STUART-BROAD, DARYL-MITCHELL, R, 80.300, 7.44, -0.45, -0.20, 1.12, -0.10, -0.09, 0, 0.000, 0.000, 11:02:41, 2022/06/11, -0.771510, 10.258071, -12.189856, -8.112910, P, D, -0.833687, 2.013811, -0.513871, 3.270253, -0.025425
88, 5, STUART-BROAD, DARYL-MITCHELL, R, 84.101, 8.67, -0.59, -0.13, 1.16, -0.37, 1.38, 1, 35.000, 46.000, 11:03:20, 2022/06/11, -0.664042, 9.787487, -13.179666, -8.864502, P, A, -0.881952, 1.939969, -1.133982, 1.338509, -0.041811
88, 6, STUART-BROAD, TOM-BLUNDELL, R, 82.298, 6.83, -0.76, -0.74, 0.84, 0.09, -0.45, 0, 0.000, 0.000, 11:04:06, 2022/06/11, -0.661136, 8.406548, -11.701313, -7.341868, N, N, -0.886270, 1.989178, 0.069501, 2.902184, 0.003726
88, 7, STUART-BROAD, TOM-BLUNDELL, R, 79.444, 7.89, -0.57, -0.33, 1.16, 0.15, 0.03, 0, 0.000, 0.000, 11:04:43, 2022/06/11, -0.723226, 10.602834, -12.587582, -8.371692, P, D, -0.862637, 1.972109, 0.063277, 2.346733, 0.002753
